id,amount,created_at,completed_at,merchant_id,shopper_id,week
213,67.87,2018-01-09 18:22:00.000000,,10,319,2
216,279.96,2018-01-10 04:48:00.000000,,14,154,2
219,371.93,2018-01-10 20:00:00.000000,,2,351,2
222,41.54,2018-01-11 13:12:00.000000,,7,385,2
217,26.08,2018-01-10 14:24:00.000000,,12,127,2
218,353.6,2018-01-10 18:24:00.000000,,9,284,2
325,145.98,2018-01-15 08:38:00.000000,,8,35,3
321,269.79,2018-01-15 03:42:00.000000,,9,256,3
323,216.77,2018-01-15 04:56:00.000000,,3,211,3
329,28.23,2018-01-15 19:07:00.000000,,12,14,3
314,322.94,2018-01-14 01:48:00.000000,,14,361,2
328,167.42,2018-01-15 18:30:00.000000,,3,366,3
322,110.09,2018-01-15 04:19:00.000000,,6,190,3
320,40.31,2018-01-15 03:05:00.000000,,10,137,3
326,436.33,2018-01-15 09:15:00.000000,,3,233,3
324,441.42,2018-01-15 06:10:00.000000,,14,78,3
310,182.36,2018-01-12 22:06:00.000000,,1,269,2
309,346.64,2018-01-12 17:51:00.000000,,5,305,2
317,104.57,2018-01-14 09:00:00.000000,,4,298,2
319,352.82,2018-01-14 13:12:00.000000,,1,115,2
311,375.11,2018-01-13 07:36:00.000000,,2,302,2
316,243.75,2018-01-14 03:00:00.000000,,4,168,2
312,85.19,2018-01-13 13:18:00.000000,,5,44,2
315,386.37,2018-01-14 02:24:00.000000,,4,246,2
318,36.25,2018-01-14 09:36:00.000000,,13,54,2
313,278.02,2018-01-13 17:06:00.000000,,10,356,2
327,441.42,2018-01-15 10:29:00.000000,,5,236,3
412,171.98,2018-01-16 10:27:00.000000,,7,273,
413,157.23,2018-01-16 13:12:00.000000,,7,303,
414,193.01,2018-01-16 13:45:00.000000,,10,233,
415,393.34,2018-01-16 14:51:00.000000,,14,146,
416,213.63,2018-01-16 22:33:00.000000,,9,82,
417,99.03,2018-01-16 23:06:00.000000,,7,97,
418,134.52,2018-01-17 03:30:00.000000,,9,197,
419,353.05,2018-01-17 04:12:00.000000,,10,12,
420,302.9,2018-01-17 04:54:00.000000,,6,395,
421,86.27,2018-01-17 07:00:00.000000,,3,195,
422,354.2,2018-01-17 08:24:00.000000,,7,167,
423,127.06,2018-01-17 15:24:00.000000,,2,234,
424,70.56,2018-01-17 23:06:00.000000,,12,368,
425,418.08,2018-01-17 23:48:00.000000,,10,254,
426,232.18,2018-01-18 04:00:00.000000,,4,21,
427,185.32,2018-01-18 06:24:00.000000,,2,260,
428,358.6,2018-01-18 12:00:00.000000,,8,66,
429,299.95,2018-01-18 14:24:00.000000,,7,389,
430,382,2018-01-18 16:00:00.000000,,5,298,
431,248.11,2018-01-19 01:36:00.000000,,7,112,
432,154.08,2018-01-19 02:08:00.000000,,6,323,
433,346.46,2018-01-19 05:20:00.000000,,12,84,
434,144.25,2018-01-19 05:52:00.000000,,4,298,
495,142.54,2018-01-18 08:48:00.000000,2018-01-21 02:09:39.000000,2,141,
499,285.13,2018-01-18 13:36:00.000000,2018-01-21 01:24:29.000000,13,36,
500,93.73,2018-01-18 15:12:00.000000,2018-01-21 02:03:45.000000,6,358,
504,234.42,2018-01-18 19:12:00.000000,2018-01-21 02:19:38.000000,3,173,
506,149.29,2018-01-18 21:36:00.000000,2018-01-21 05:56:26.000000,4,132,
507,203.13,2018-01-18 22:24:00.000000,2018-01-21 00:36:25.000000,7,303,
510,191.93,2018-01-19 01:04:00.000000,2018-01-21 12:55:59.000000,7,336,
514,185.19,2018-01-19 04:16:00.000000,2018-01-21 22:17:06.000000,13,62,
515,223.11,2018-01-19 13:52:00.000000,,8,75,
516,285.14,2018-01-20 12:18:00.000000,,5,125,
517,377.92,2018-01-20 13:40:00.000000,,14,51,
518,80.9,2018-01-20 17:05:00.000000,,2,135,
519,279.67,2018-01-20 19:08:00.000000,,14,374,
520,396.7,2018-01-20 21:11:00.000000,,10,299,
521,148.37,2018-01-20 23:14:00.000000,,4,71,
522,38.6,2018-01-21 02:24:00.000000,,12,196,
523,291.8,2018-01-21 13:12:00.000000,,7,202,
524,32.08,2018-01-22 02:24:00.000000,,5,344,
525,207.29,2018-01-22 04:48:00.000000,,9,300,
526,171.8,2018-01-22 07:12:00.000000,,7,27,
527,90.55,2018-01-22 09:36:00.000000,,4,290,
528,79.12,2018-01-22 10:48:00.000000,,12,398,
529,337.73,2018-01-22 20:24:00.000000,,10,394,
530,414.01,2018-01-22 22:48:00.000000,,2,371,
531,160.02,2018-01-23 00:00:00.000000,,1,387,
532,410.98,2018-01-23 05:30:00.000000,,6,145,
533,200.83,2018-01-23 09:10:00.000000,,11,267,
536,145.94,2018-01-19 08:32:00.000000,2018-01-21 13:32:26.000000,5,145,
538,181.47,2018-01-19 09:36:00.000000,2018-01-21 11:27:05.000000,3,239,
539,239.67,2018-01-19 10:08:00.000000,2018-01-22 03:32:45.000000,6,161,
543,152.62,2018-01-19 12:48:00.000000,2018-01-21 10:32:09.000000,2,298,
545,326.53,2018-01-19 14:56:00.000000,2018-01-21 14:09:51.000000,6,36,
546,447.66,2018-01-19 15:28:00.000000,2018-01-21 09:19:06.000000,2,373,
550,48.55,2018-01-19 18:08:00.000000,2018-01-21 16:39:39.000000,7,231,
551,448.74,2018-01-19 18:40:00.000000,2018-01-22 12:49:37.000000,2,247,
552,355.27,2018-01-19 19:12:00.000000,2018-01-21 23:19:31.000000,8,198,
554,274.96,2018-01-19 20:16:00.000000,2018-01-22 09:45:11.000000,14,152,
555,270.83,2018-01-19 20:48:00.000000,2018-01-22 09:18:28.000000,13,176,
556,31.66,2018-01-19 21:52:00.000000,2018-01-21 01:59:28.000000,5,145,
557,389.75,2018-01-19 22:24:00.000000,2018-01-21 07:30:41.000000,13,199,
558,346.69,2018-01-19 22:56:00.000000,2018-01-21 02:36:28.000000,12,111,
559,351.05,2018-01-19 23:28:00.000000,2018-01-21 06:12:20.000000,9,383,
560,235.47,2018-01-20 00:41:00.000000,2018-01-21 06:37:03.000000,9,210,
561,358.89,2018-01-20 02:03:00.000000,2018-01-21 06:43:55.000000,2,274,
562,56.52,2018-01-20 02:44:00.000000,2018-01-22 09:10:19.000000,5,259,
563,282.55,2018-01-20 03:25:00.000000,2018-01-21 17:07:23.000000,6,278,
564,54.15,2018-01-20 04:06:00.000000,2018-01-21 16:28:10.000000,3,278,
565,272.02,2018-01-20 04:47:00.000000,2018-01-22 18:37:12.000000,1,228,
566,251.06,2018-01-20 06:09:00.000000,2018-01-21 18:11:55.000000,10,29,
567,144.14,2018-01-20 06:50:00.000000,2018-01-22 05:16:16.000000,8,214,
568,153.8,2018-01-20 07:31:00.000000,2018-01-22 04:33:53.000000,3,265,
569,175.84,2018-01-20 08:12:00.000000,2018-01-21 13:35:52.000000,10,394,
570,49.56,2018-01-20 08:53:00.000000,2018-01-23 02:49:25.000000,5,339,
571,248.15,2018-01-20 09:34:00.000000,2018-01-23 02:48:16.000000,12,379,
572,407.56,2018-01-20 10:56:00.000000,2018-01-21 17:59:37.000000,11,318,
573,429.45,2018-01-20 11:37:00.000000,2018-01-22 16:10:11.000000,1,138,
574,38.48,2018-01-20 12:59:00.000000,2018-01-22 20:37:48.000000,4,137,
575,142.59,2018-01-20 14:21:00.000000,2018-01-22 18:55:13.000000,9,257,
576,428.59,2018-01-20 15:02:00.000000,2018-01-21 18:51:00.000000,2,283,
577,110.62,2018-01-20 16:24:00.000000,2018-01-21 23:21:35.000000,8,46,
578,297.45,2018-01-20 17:46:00.000000,2018-01-22 23:20:39.000000,5,60,
579,170.12,2018-01-20 18:27:00.000000,2018-01-21 21:10:39.000000,11,119,
580,190.03,2018-01-20 19:49:00.000000,2018-01-22 06:42:42.000000,14,278,
581,363.39,2018-01-20 20:30:00.000000,2018-01-23 08:57:48.000000,8,306,
582,363.91,2018-01-20 22:33:00.000000,2018-01-23 02:22:48.000000,2,299,
583,382.72,2018-01-20 23:55:00.000000,2018-01-23 13:09:10.000000,3,265,
584,162.87,2018-01-21 01:12:00.000000,2018-01-22 10:48:39.000000,3,393,
585,290.64,2018-01-21 03:36:00.000000,2018-01-22 05:41:15.000000,9,42,
586,112.02,2018-01-21 04:48:00.000000,2018-01-23 23:17:12.000000,7,125,
587,51.47,2018-01-21 06:00:00.000000,2018-01-22 19:46:34.000000,8,340,
588,271.75,2018-01-21 08:24:00.000000,2018-01-23 22:07:54.000000,9,113,
589,328.99,2018-01-21 09:36:00.000000,2018-01-22 22:10:15.000000,4,341,
590,305.96,2018-01-21 10:48:00.000000,2018-01-23 08:21:06.000000,8,45,
591,156.81,2018-01-21 12:00:00.000000,2018-01-23 16:01:46.000000,5,56,
592,323.2,2018-01-21 14:24:00.000000,2018-01-24 00:23:47.000000,14,37,
593,316.34,2018-01-21 16:48:00.000000,2018-01-22 18:10:27.000000,1,22,
594,156.31,2018-01-21 18:00:00.000000,2018-01-23 16:48:01.000000,9,332,
595,324.23,2018-01-21 19:12:00.000000,2018-01-23 13:27:38.000000,7,369,
596,262.42,2018-01-21 20:24:00.000000,2018-01-23 14:35:12.000000,11,392,
597,354.49,2018-01-21 21:36:00.000000,2018-01-23 09:31:12.000000,14,137,
598,63.29,2018-01-22 00:00:00.000000,2018-01-24 11:02:49.000000,5,69,
599,336,2018-01-22 01:12:00.000000,2018-01-23 01:39:58.000000,2,16,
600,311.7,2018-01-22 03:36:00.000000,2018-01-23 08:29:28.000000,14,205,
601,303.11,2018-01-22 06:00:00.000000,2018-01-23 19:28:55.000000,6,297,
602,113.1,2018-01-22 08:24:00.000000,2018-01-24 09:10:28.000000,5,91,
603,35.48,2018-01-22 12:00:00.000000,2018-01-25 04:28:05.000000,13,306,
604,256.79,2018-01-22 14:24:00.000000,2018-01-24 11:25:21.000000,5,245,
605,297.22,2018-01-22 15:36:00.000000,2018-01-24 16:29:46.000000,8,74,
606,229.82,2018-01-22 16:48:00.000000,2018-01-24 04:51:21.000000,14,358,
607,37.79,2018-01-22 18:00:00.000000,2018-01-24 15:20:23.000000,6,134,
608,437.1,2018-01-22 19:12:00.000000,2018-01-25 03:13:57.000000,12,113,
609,183.4,2018-01-23 00:55:00.000000,2018-01-25 02:20:13.000000,14,188,
610,369.65,2018-01-23 01:50:00.000000,2018-01-24 13:54:28.000000,8,201,
611,281.93,2018-01-23 02:45:00.000000,2018-01-25 13:03:37.000000,4,290,
612,323.48,2018-01-23 03:40:00.000000,2018-01-24 23:32:03.000000,6,174,
613,437.02,2018-01-23 04:35:00.000000,2018-01-24 09:29:39.000000,5,332,
614,267.86,2018-01-23 07:20:00.000000,2018-01-24 10:11:06.000000,14,139,
615,282.53,2018-01-23 08:15:00.000000,2018-01-25 17:41:49.000000,3,295,
616,375.05,2018-01-23 10:05:00.000000,2018-01-25 21:48:05.000000,3,54,
617,192.42,2018-01-23 11:00:00.000000,2018-01-24 11:00:29.000000,3,102,
618,329.33,2018-01-23 18:20:00.000000,,11,391,
619,211.37,2018-01-23 20:10:00.000000,,6,266,
620,252.6,2018-01-24 08:26:00.000000,,2,121,
621,156.01,2018-01-24 16:52:00.000000,,12,58,
622,294.5,2018-01-25 01:04:00.000000,,8,368,
623,193.44,2018-01-25 01:36:00.000000,,12,193,
624,337.38,2018-01-25 05:20:00.000000,,7,67,
625,219.61,2018-01-25 07:28:00.000000,,6,59,
626,275.35,2018-01-25 08:00:00.000000,,12,38,
627,182.51,2018-01-25 11:44:00.000000,,7,357,
628,290.17,2018-01-25 18:08:00.000000,,4,324,
629,114.53,2018-01-25 18:40:00.000000,,8,187,
630,260.36,2018-01-25 19:44:00.000000,,10,319,
631,182.29,2018-01-26 01:06:00.000000,,12,287,
632,283.28,2018-01-26 02:12:00.000000,,4,7,
633,228.63,2018-01-26 09:54:00.000000,,9,111,
634,127.84,2018-01-26 12:06:00.000000,,13,297,
635,36.64,2018-01-26 13:12:00.000000,,7,355,
636,162.07,2018-01-23 13:45:00.000000,2018-01-26 01:12:31.000000,4,370,
637,408.35,2018-01-23 14:40:00.000000,2018-01-26 05:08:40.000000,6,391,
638,346.75,2018-01-23 15:35:00.000000,2018-01-25 16:33:29.000000,11,124,
639,161.91,2018-01-23 16:30:00.000000,2018-01-25 23:52:04.000000,11,4,
640,367.28,2018-01-23 17:25:00.000000,2018-01-26 11:17:31.000000,1,99,
641,347.13,2018-01-23 19:15:00.000000,2018-01-24 23:42:02.000000,14,213,
642,415.95,2018-01-23 22:00:00.000000,2018-01-26 00:47:32.000000,9,132,
643,450.36,2018-01-23 22:55:00.000000,2018-01-25 06:35:59.000000,5,147,
644,218.72,2018-01-23 23:50:00.000000,2018-01-26 04:55:08.000000,1,192,
645,31.87,2018-01-24 00:46:00.000000,2018-01-26 05:00:17.000000,5,355,
646,208.63,2018-01-24 01:32:00.000000,2018-01-26 01:51:56.000000,1,7,
647,406.33,2018-01-24 03:04:00.000000,2018-01-26 01:38:31.000000,14,83,
648,295.68,2018-01-24 03:50:00.000000,2018-01-25 15:39:19.000000,13,289,
649,277.18,2018-01-24 04:36:00.000000,2018-01-26 11:58:23.000000,2,400,
650,416.61,2018-01-24 05:22:00.000000,2018-01-26 11:27:27.000000,9,264,
651,246.22,2018-01-24 06:08:00.000000,2018-01-25 13:38:45.000000,7,62,
652,339.79,2018-01-24 07:40:00.000000,2018-01-26 15:34:53.000000,6,80,
653,148.85,2018-01-24 09:12:00.000000,2018-01-26 04:50:10.000000,2,289,
654,378.05,2018-01-24 09:58:00.000000,2018-01-26 07:19:59.000000,12,70,
655,102.17,2018-01-24 10:44:00.000000,2018-01-26 12:01:06.000000,4,394,
656,279,2018-01-24 11:30:00.000000,2018-01-26 14:12:15.000000,5,175,
657,441.17,2018-01-24 12:16:00.000000,2018-01-26 18:18:06.000000,12,89,
658,204.68,2018-01-24 13:48:00.000000,2018-01-26 15:53:04.000000,14,237,
659,360.3,2018-01-24 14:34:00.000000,2018-01-27 08:46:04.000000,6,227,
660,308.59,2018-01-24 15:20:00.000000,2018-01-26 21:06:32.000000,3,94,
661,153.61,2018-01-24 16:06:00.000000,2018-01-26 03:54:33.000000,7,383,
662,268.05,2018-01-24 17:38:00.000000,2018-01-26 10:32:43.000000,14,277,
663,36.24,2018-01-24 19:10:00.000000,2018-01-27 03:15:36.000000,7,388,
664,424.78,2018-01-24 19:56:00.000000,2018-01-27 10:15:28.000000,11,313,
665,148.44,2018-01-24 20:42:00.000000,2018-01-26 09:35:19.000000,11,132,
666,386.46,2018-01-24 21:28:00.000000,2018-01-26 18:29:59.000000,7,313,
667,184.28,2018-01-24 22:14:00.000000,2018-01-27 11:27:59.000000,6,348,
668,244.18,2018-01-24 23:46:00.000000,2018-01-26 09:05:42.000000,8,244,
669,108.79,2018-01-25 00:32:00.000000,2018-01-26 04:46:43.000000,12,245,
670,283.93,2018-01-25 02:08:00.000000,2018-01-27 13:49:25.000000,11,226,
671,290.42,2018-01-25 02:40:00.000000,2018-01-26 13:56:31.000000,12,259,
672,270.67,2018-01-25 03:12:00.000000,2018-01-26 12:23:57.000000,14,286,
673,370.63,2018-01-25 03:44:00.000000,2018-01-27 14:10:48.000000,4,323,
674,136.14,2018-01-25 04:48:00.000000,2018-01-27 18:02:58.000000,10,193,
675,406.42,2018-01-25 05:52:00.000000,2018-01-27 10:47:39.000000,5,110,
676,421.16,2018-01-25 06:24:00.000000,2018-01-27 10:23:29.000000,2,164,
677,413.18,2018-01-25 06:56:00.000000,2018-01-27 13:56:41.000000,13,194,
678,239.34,2018-01-25 08:32:00.000000,2018-01-27 01:35:42.000000,9,141,
679,137.7,2018-01-25 09:36:00.000000,2018-01-26 11:02:28.000000,11,102,
680,264.22,2018-01-25 10:08:00.000000,2018-01-28 02:03:49.000000,7,162,
681,48.39,2018-01-25 10:40:00.000000,2018-01-27 09:26:39.000000,3,278,
682,315.28,2018-01-25 11:12:00.000000,2018-01-27 23:53:03.000000,7,162,
683,393.62,2018-01-25 12:16:00.000000,2018-01-27 00:23:42.000000,7,38,
684,113.58,2018-01-25 13:20:00.000000,2018-01-28 07:26:51.000000,9,297,
685,442.85,2018-01-25 13:52:00.000000,2018-01-28 00:46:10.000000,1,212,
686,370.36,2018-01-25 14:24:00.000000,2018-01-27 21:54:53.000000,10,135,
687,62.42,2018-01-25 14:56:00.000000,2018-01-27 00:31:03.000000,4,208,
688,368.87,2018-01-25 15:28:00.000000,2018-01-27 03:37:03.000000,4,119,
689,287.98,2018-01-25 16:00:00.000000,2018-01-27 18:25:14.000000,12,268,
690,188.29,2018-01-25 17:04:00.000000,2018-01-27 07:28:20.000000,13,18,
691,182.86,2018-01-25 17:36:00.000000,2018-01-26 19:34:04.000000,12,78,
692,436.32,2018-01-25 19:12:00.000000,2018-01-27 01:38:30.000000,2,201,
693,116.73,2018-01-25 20:16:00.000000,2018-01-27 14:29:39.000000,5,63,
694,398.63,2018-01-25 20:48:00.000000,2018-01-28 07:38:16.000000,2,186,
695,342.41,2018-01-25 21:52:00.000000,2018-01-28 11:24:48.000000,4,255,
696,367.36,2018-01-25 22:24:00.000000,2018-01-27 10:48:43.000000,10,77,
697,73.21,2018-01-25 22:56:00.000000,2018-01-27 03:42:00.000000,13,151,
698,443.29,2018-01-25 23:28:00.000000,2018-01-28 00:43:40.000000,7,277,
699,412.72,2018-01-26 00:33:00.000000,2018-01-28 01:16:57.000000,6,99,
700,92.07,2018-01-26 02:45:00.000000,2018-01-27 20:41:34.000000,6,18,
701,315.74,2018-01-26 03:18:00.000000,2018-01-27 21:49:51.000000,3,206,
702,405.06,2018-01-26 03:51:00.000000,2018-01-28 21:47:31.000000,12,49,
703,343.3,2018-01-26 04:24:00.000000,2018-01-28 22:39:45.000000,12,76,
704,39.69,2018-01-26 04:57:00.000000,2018-01-27 07:37:23.000000,10,364,
705,370.61,2018-01-26 05:30:00.000000,2018-01-28 04:21:36.000000,12,376,
706,293.34,2018-01-26 06:36:00.000000,2018-01-28 05:51:06.000000,10,328,
707,348.77,2018-01-26 07:09:00.000000,2018-01-27 07:39:19.000000,4,167,
708,434.54,2018-01-26 07:42:00.000000,2018-01-28 08:41:12.000000,6,89,
709,234.64,2018-01-26 08:15:00.000000,2018-01-29 00:52:07.000000,1,310,
710,396.16,2018-01-26 08:48:00.000000,2018-01-28 20:03:37.000000,3,366,
711,446.94,2018-01-26 10:27:00.000000,2018-01-28 23:27:59.000000,10,205,
712,403.52,2018-01-26 11:00:00.000000,2018-01-28 00:39:48.000000,7,86,
713,403.5,2018-01-26 11:33:00.000000,2018-01-27 16:24:58.000000,6,209,
714,236.27,2018-01-26 12:39:00.000000,2018-01-28 20:44:32.000000,3,174,
715,157.21,2018-01-26 13:45:00.000000,2018-01-29 04:33:25.000000,3,91,
716,33.19,2018-01-26 14:51:00.000000,2018-01-29 03:16:28.000000,9,17,
717,399.15,2018-01-26 15:24:00.000000,2018-01-29 07:02:03.000000,12,284,
718,409.01,2018-01-26 15:57:00.000000,2018-01-28 17:56:30.000000,7,194,
719,300.23,2018-01-26 16:30:00.000000,2018-01-28 02:29:43.000000,9,123,
720,305.2,2018-01-26 17:03:00.000000,2018-01-29 03:42:17.000000,9,71,
721,33.06,2018-01-26 20:21:00.000000,,13,224,
722,92.4,2018-01-26 20:54:00.000000,,2,360,
723,426.94,2018-01-27 01:02:00.000000,,6,114,
724,92.29,2018-01-27 13:26:00.000000,,3,389,
725,404.73,2018-01-27 15:30:00.000000,,8,292,
726,276.77,2018-01-27 16:01:00.000000,,2,219,
727,190.07,2018-01-27 17:03:00.000000,,5,208,
728,83.45,2018-01-27 19:38:00.000000,,11,173,
729,228.59,2018-01-28 01:22:00.000000,,10,247,
730,38,2018-01-28 10:15:00.000000,,11,23,
731,425.05,2018-01-28 16:24:00.000000,,1,101,
732,429.6,2018-01-28 21:52:00.000000,,14,95,
733,443.24,2018-01-28 22:33:00.000000,,3,68,
734,334.45,2018-01-28 23:55:00.000000,,13,113,
735,187.24,2018-01-29 11:54:00.000000,,3,59,
736,90.9,2018-01-26 18:42:00.000000,2018-01-28 09:15:30.000000,9,374,
737,378.16,2018-01-26 19:15:00.000000,2018-01-29 03:03:27.000000,13,190,
738,153.26,2018-01-26 19:48:00.000000,2018-01-27 20:01:56.000000,6,355,
739,411.52,2018-01-26 21:27:00.000000,2018-01-28 23:37:26.000000,12,323,
740,313.91,2018-01-26 22:00:00.000000,2018-01-29 04:11:00.000000,12,384,
741,184.1,2018-01-26 22:33:00.000000,2018-01-28 10:30:52.000000,13,92,
742,158.69,2018-01-26 23:39:00.000000,2018-01-29 15:33:36.000000,4,40,
743,357.32,2018-01-27 00:31:00.000000,2018-01-28 03:34:41.000000,2,61,
744,212.29,2018-01-27 01:33:00.000000,2018-01-28 10:43:22.000000,11,106,
745,45.63,2018-01-27 02:04:00.000000,2018-01-29 15:43:30.000000,7,357,
746,65.93,2018-01-27 02:35:00.000000,2018-01-29 00:53:18.000000,8,294,
747,126.82,2018-01-27 03:37:00.000000,2018-01-29 13:52:32.000000,2,365,
748,177.1,2018-01-27 04:08:00.000000,2018-01-28 08:44:55.000000,14,228,
749,409.24,2018-01-27 04:39:00.000000,2018-01-29 15:39:28.000000,5,190,
750,402.38,2018-01-27 05:10:00.000000,2018-01-28 08:43:07.000000,11,88,
751,348.23,2018-01-27 05:41:00.000000,2018-01-28 18:16:15.000000,8,52,
752,89.52,2018-01-27 06:43:00.000000,2018-01-29 23:43:50.000000,2,57,
753,176.61,2018-01-27 07:14:00.000000,2018-01-28 17:04:43.000000,12,114,
754,318.68,2018-01-27 07:45:00.000000,2018-01-29 04:26:29.000000,3,81,
755,364.53,2018-01-27 08:16:00.000000,2018-01-29 02:41:54.000000,6,193,
756,83.07,2018-01-27 08:47:00.000000,2018-01-29 03:50:28.000000,9,45,
757,223.75,2018-01-27 09:18:00.000000,2018-01-29 02:28:45.000000,10,30,
758,398.97,2018-01-27 10:20:00.000000,2018-01-30 04:43:59.000000,11,116,
759,62.58,2018-01-27 10:51:00.000000,2018-01-29 14:33:51.000000,14,180,
760,204.17,2018-01-27 11:22:00.000000,2018-01-29 00:20:23.000000,1,30,
761,235.08,2018-01-27 11:53:00.000000,2018-01-28 16:50:14.000000,2,251,
762,279.99,2018-01-27 12:24:00.000000,2018-01-29 04:27:22.000000,7,317,
763,349.76,2018-01-27 13:57:00.000000,2018-01-30 03:36:54.000000,13,4,
764,151.14,2018-01-27 14:28:00.000000,2018-01-29 00:37:12.000000,1,316,
765,177.65,2018-01-27 14:59:00.000000,2018-01-29 05:09:52.000000,9,13,
766,296.69,2018-01-27 16:32:00.000000,2018-01-29 17:53:58.000000,5,78,
767,205.56,2018-01-27 17:34:00.000000,2018-01-29 13:44:37.000000,13,332,
768,362.68,2018-01-27 18:36:00.000000,2018-01-30 02:22:25.000000,9,167,
769,307.76,2018-01-27 19:07:00.000000,2018-01-29 00:48:33.000000,10,86,
770,421.83,2018-01-27 20:09:00.000000,2018-01-29 16:13:30.000000,7,199,
771,421.09,2018-01-27 20:40:00.000000,2018-01-29 15:31:25.000000,1,225,
772,200.16,2018-01-27 21:11:00.000000,2018-01-29 02:48:26.000000,4,46,
773,246.71,2018-01-27 21:42:00.000000,2018-01-29 00:43:56.000000,6,246,
774,272.92,2018-01-27 22:44:00.000000,2018-01-29 05:30:16.000000,6,286,
775,79.62,2018-01-27 23:15:00.000000,2018-01-30 00:27:21.000000,11,85,
776,433.67,2018-01-27 23:46:00.000000,2018-01-30 16:43:47.000000,2,51,
777,354.59,2018-01-28 00:41:00.000000,2018-01-29 09:18:35.000000,11,131,
778,413.63,2018-01-28 02:03:00.000000,2018-01-30 06:14:33.000000,13,352,
779,364.61,2018-01-28 03:25:00.000000,2018-01-29 09:33:20.000000,12,190,
780,231.1,2018-01-28 04:06:00.000000,2018-01-30 19:53:55.000000,6,53,
781,71.71,2018-01-28 04:47:00.000000,2018-01-30 18:53:43.000000,6,326,
782,175.45,2018-01-28 05:28:00.000000,2018-01-29 07:04:05.000000,9,266,
783,321.95,2018-01-28 06:09:00.000000,2018-01-30 11:13:01.000000,9,135,
784,432.33,2018-01-28 07:31:00.000000,2018-01-30 04:48:29.000000,11,129,
785,225.18,2018-01-28 08:12:00.000000,2018-01-30 07:59:44.000000,14,75,
786,296.85,2018-01-28 08:53:00.000000,2018-01-30 23:41:36.000000,10,53,
787,374.51,2018-01-28 09:34:00.000000,2018-01-31 03:57:33.000000,8,209,
788,212.19,2018-01-28 10:56:00.000000,2018-01-30 17:26:27.000000,13,63,
789,26.09,2018-01-28 11:37:00.000000,2018-01-30 06:28:09.000000,13,361,
790,276.61,2018-01-28 12:59:00.000000,2018-01-30 14:23:08.000000,11,261,
